asset_name,category,collection,scale_meters,poly_count,vertex_count,material_count,texture_status,export_fbx_path,export_glb_path,quality_status,notes
GDR_ReviewingStand_A,GDR_Socialist_Symbols,GDR_Symbols_Final,4.64x3.08x3.48,184,0,6,"Constant PBR (concrete/wood/red banner/gold trim/steel rail/pole); factor export",01_Exports_FBX/GDR_Socialist_Symbols/GDR_ReviewingStand_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_ReviewingStand_A.glb,PENDING_USER_REVIEW,"GDR parade reviewing stand (Ehrentribuene): raised plinth draped in red banners with gold borders, wood deck, perimeter steel railing, rear access steps, two corner flagpoles with red flags. Upright/official socialist civic structure. 100% original. Ground pivot."
EB_Plattenbau_Panel_A,East_Berlin_Architecture,EAST_Architecture_Final,2.50x0.30x2.80,96,0,5,"Constant PBR concrete (pebbledash noise bump) + frame/sill + transparent glass; factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Plattenbau_Panel_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Plattenbau_Panel_A.glb,PENDING_USER_REVIEW,"East Berlin Plattenbau (WBS-70 style) prefab concrete facade panel module: single window bay with 4-pane window + cross mullions + glass, proud concrete sill, prefab seam grooves at panel edges. Modular 2.5m x 2.8m floor — tile horizontally + stack vertically. Front faces -Y. 100% original. Ground pivot."
PROP_BusStopSign_A,Vehicles_Props,VEHICLES_Props_Final,0.52x0.20x2.84,43,0,3,"Sign face = numpy-generated texture (yellow + green ring + H) embedded; pole/bracket constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_BusStopSign_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BusStopSign_A.glb,PENDING_USER_REVIEW,"Berlin BVG bus stop sign (Haltestelle): yellow square plate with green ring + green H, mounted on top of grey metal pole with base flange + bracket. Iconic BVG street furniture. 100% original. Ground pivot."
WB_Cornice_Module_A,West_Berlin_Architecture,WEST_Architecture_Final,1.46x0.31x0.84,108,0,2,"Constant PBR stucco (2 shades); factor export",01_Exports_FBX/West_Berlin_Architecture/WB_Cornice_Module_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_Cornice_Module_A.glb,PENDING_USER_REVIEW,"West Berlin Altbau ornate roof cornice module: projecting corona slab, dentil row, modillion brackets, frieze band, crown molding + cap. Modular 1.4m — tiles with WB_Window/Door/Storefront modules along rooftop. Front faces -Y. 100% original. Base pivot."
WALL_SignalFence_A,Berlin_Wall_Border_Zone,WALL_BorderZone_Final,2.74x0.24x2.40,67,0,3,"Mesh = numpy alpha-clip diamond texture embedded; posts/wires constant PBR metal; image+factor export",01_Exports_FBX/Berlin_Wall_Border_Zone/WALL_SignalFence_A.fbx,02_Exports_GLB/Berlin_Wall_Border_Zone/WALL_SignalFence_A.glb,PENDING_USER_REVIEW,"GDR signal fence (Signalzaun) death-strip element: expanded-metal diamond mesh panel (alpha-clip) between steel posts with footings, top/bottom rails, 3 trip-wires near top. Modular 2.5m. NOTE: mesh uses alpha-clip — set material AlphaMode=MASK on import. 100% original. Ground pivot."
PROP_BusIkarus280_A,Vehicles_Props,VEHICLES_Props_Final,2.94x16.50x3.14,128326,0,55,"Imported Sketchfab CC-BY (Randonavt); textures capped 1024; embedded; FBX/GLB ~11.6MB",01_Exports_FBX/Vehicles_Props/PROP_BusIkarus280_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BusIkarus280_A.glb,PENDING_USER_REVIEW,"Ikarus 280 articulated bus (iconic East Berlin/Eastern Bloc city bus, cream livery, accordion joint, full detailed interior + dashboard). 16.5m. CC-BY attribution required (Notes/ATTRIBUTION.md). Ground pivot."
GDR_Ampelmann_A,GDR_Socialist_Symbols,GDR_Symbols_Final,0.34x0.26x2.72,62,0,4,"Figures = numpy emissive textures (red Steher + green Geher) embedded; housing/pole constant PBR; emissive lenses (GLB only — FBX drops emission)",01_Exports_FBX/GDR_Socialist_Symbols/GDR_Ampelmann_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_Ampelmann_A.glb,PENDING_USER_REVIEW,"East German Ampelmann pedestrian signal: dark twin-lens housing with visors on grey pole; red standing man (Steher, arms out) over green walking man (Geher, striding, hat). Iconic GDR symbol. Emissive figures. 100% original. Ground pivot."
ROAD_Curve_A,Roads_Sidewalks,ROADS_Sidewalks_Final,8.15x8.15x0.08,342,0,2,"Constant PBR asphalt (procedural noise bump) + white arc markings; factor export",01_Exports_FBX/Roads_Sidewalks/ROAD_Curve_A.fbx,02_Exports_GLB/Roads_Sidewalks/ROAD_Curve_A.glb,PENDING_USER_REVIEW,"90-degree curved asphalt road tile (8x8m): dashed centreline arc + inner/outer solid edge-line arcs (R=4m, lane 3.5m), connects two adjacent edges. Tiles with straight/intersection/T road kit. 100% original. Ground pivot."
PROP_WaterPump_A,Vehicles_Props,VEHICLES_Props_Final,0.42x0.81x1.77,1161,0,3,"Constant PBR (green cast iron/dark iron/brass); factor export",01_Exports_FBX/Vehicles_Props/PROP_WaterPump_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_WaterPump_A.glb,PENDING_USER_REVIEW,"Berlin street water pump (Schwengelpumpe): green cast-iron tapered column, curved spout, brass emblem + band, domed cap with brass finial, pump lever (Schwengel) + grip knob, stepped base, drain grate. Historic Berlin street furniture. 100% original. Ground pivot."
EB_Plattenbau_Balcony_A,East_Berlin_Architecture,EAST_Architecture_Final,2.53x1.44x1.07,72,0,3,"Constant PBR (concrete/teal Sprelacart panel/metal rail); factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Plattenbau_Balcony_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Plattenbau_Balcony_A.glb,PENDING_USER_REVIEW,"East Berlin Plattenbau prefab balcony/loggia module: concrete frame parapet with teal coloured Sprelacart panel inserts (front+sides), thin metal top rail, floor slab, wall-attach strip. Modular 2.5m — pairs with EB_Plattenbau_Panel_A. Front faces -Y. 100% original. Ground pivot."
WALL_Gate_A,Berlin_Wall_Border_Zone,WALL_BorderZone_Final,4.16x0.50x3.64,210,0,3,"Constant PBR concrete (noise bump) + steel + pipe; factor export",01_Exports_FBX/Berlin_Wall_Border_Zone/WALL_Gate_A.fbx,02_Exports_GLB/Berlin_Wall_Border_Zone/WALL_Gate_A.glb,PENDING_USER_REVIEW,"Berlin Wall vehicle/patrol gate: two concrete pillars (L-foot, pipe-top, matching wall profile) flanking a steel barred sliding gate (top/bottom rails, 13 vertical bars, diagonal brace) on a ground track with rollers. ~3.3m opening. 100% original. Ground pivot."
ROAD_TramTrack_A,Roads_Sidewalks,ROADS_Sidewalks_Final,2.60x8.00x0.12,42,0,3,"Cobble = numpy sett texture (Mapping-tiled) embedded; rails/groove constant PBR metal; image+factor export",01_Exports_FBX/Roads_Sidewalks/ROAD_TramTrack_A.fbx,02_Exports_GLB/Roads_Sidewalks/ROAD_TramTrack_A.glb,PENDING_USER_REVIEW,"Berlin tram track strip (8m): granite-sett cobblestone paving (procedural texture, Mapping-tiled) with two embedded grooved steel rails at 1.435m gauge. Modular 8m, runs alongside/over road tiles. 100% original. Ground pivot."
PROP_TramTatraT3_A,Vehicles_Props,VEHICLES_Props_Final,2.76x14.00x4.87,192843,0,58,"Imported Sketchfab CC-BY (Randonavt); textures capped 1024; embedded; FBX/GLB ~13.8MB",01_Exports_FBX/Vehicles_Props/PROP_TramTatraT3_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_TramTatraT3_A.glb,PENDING_USER_REVIEW,"Tatra T3 tram (iconic Eastern Bloc/East Berlin tram, red+cream livery, raised pantograph, full detailed interior + cab). 14m. Pairs with ROAD_TramTrack_A. CC-BY attribution required (Notes/ATTRIBUTION.md). Ground pivot."
PROP_StreetClock_A,Vehicles_Props,VEHICLES_Props_Final,0.74x0.44x3.87,163,0,3,"Clock face = numpy texture (ticks + hands) embedded; iron/gold constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_StreetClock_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_StreetClock_A.glb,PENDING_USER_REVIEW,"Berlin public street clock (Normaluhr): ornate cast-iron pole + stepped base, twin-faced clock head (cream face, 12 hour ticks, hour/minute hands, both sides), gold collar + finial. Historic street furniture. 100% original. Ground pivot."
LANDMARK_UBahnEntrance_A,Landmarks,LANDMARKS_Final,3.25x3.51x3.87,268,0,6,"Constant PBR (stone/steps/green iron/blue+white sign/dark void); factor export",01_Exports_FBX/Landmarks/LANDMARK_UBahnEntrance_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_UBahnEntrance_A.glb,PENDING_USER_REVIEW,"Berlin U-Bahn subway entrance: stone-curbed stairwell with descending steps into dark well + back wall, green cast-iron perimeter guardrail, blue 'U' sign (white U) on post. Steps descend below ground (-1.1m) — place over a terrain cut. 100% original. Ground pivot."
EB_Plattenbau_Entrance_A,East_Berlin_Architecture,EAST_Architecture_Final,2.50x1.10x2.85,108,0,5,"Constant PBR concrete (pebbledash noise) + metal frame + glass + steps + red plate; factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Plattenbau_Entrance_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Plattenbau_Entrance_A.glb,PENDING_USER_REVIEW,"East Berlin Plattenbau ground-floor entrance module: concrete piers+lintel around recessed glass double doors (metal frame, mullion, handles, kick panels), projecting flat entrance canopy + brackets, 2 steps, red house-number plate. Modular 2.5m — pairs with EB_Plattenbau_Panel_A/Balcony_A. Front faces -Y. 100% original. Ground pivot."
PROP_BusShelter_A,Vehicles_Props,VEHICLES_Props_Final,3.70x1.72x2.40,90,0,5,"Constant PBR (steel/roof/glass/wood bench) + emissive ad panel; factor export",01_Exports_FBX/Vehicles_Props/PROP_BusShelter_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BusShelter_A.glb,PENDING_USER_REVIEW,"Bus stop shelter: steel-framed flat roof on 4 posts, glass back + side panels, wooden bench, illuminated (emissive) advert panel at one end. Pairs with PROP_BusStopSign_A + PROP_BusIkarus280_A. 100% original. Ground pivot."
GDR_RooftopSlogan_A,GDR_Socialist_Symbols,GDR_Symbols_Final,10.64x0.38x2.36,4422,0,2,"Emissive red letters (font mesh) + steel frame; constant PBR; emissive (GLB) — FBX drops emission",01_Exports_FBX/GDR_Socialist_Symbols/GDR_RooftopSlogan_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_RooftopSlogan_A.glb,PENDING_USER_REVIEW,"East Berlin illuminated rooftop propaganda slogan: 3D extruded red emissive letters spelling SOZIALISMUS (Arial Bold, 1.1m tall) on a steel support lattice (legs, rails, vertical bars, diagonal braces). ~10.6m wide. Iconic GDR skyline sign. 100% original. Base pivot."
PROP_Pissoir_A,Vehicles_Props,VEHICLES_Props_Final,2.31x2.31x2.98,139,0,4,"Constant PBR (dark green cast iron/accent/roof/gold); factor export",01_Exports_FBX/Vehicles_Props/PROP_Pissoir_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Pissoir_A.glb,PENDING_USER_REVIEW,"Berlin public pissoir (Cafe Achteck): octagonal dark-green cast-iron structure, 7 vertical panels + 1 open screened entry, lighter accent band, octagonal pyramidal roof with overhang + gold finial. Historic Berlin street furniture. 100% original. Ground pivot."
PROP_StreetLampPost_A,Vehicles_Props,VEHICLES_Props_Final,0.32x2.02x6.12,108,0,3,"Constant PBR (steel pole/dark head) + emissive lamp lens; factor export",01_Exports_FBX/Vehicles_Props/PROP_StreetLampPost_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_StreetLampPost_A.glb,PENDING_USER_REVIEW,"Cobra-head street lamp (GDR/modern): tapered steel pole, curved swan-neck arm, cobra-head luminaire with emissive underside lens. ~6m. Street lighting variant (vs PROP_StreetLamp_A hanging type). 100% original. Ground pivot."
PROP_StreetNameSign_A,Vehicles_Props,VEHICLES_Props_Final,1.69x0.25x0.30,1586,0,3,"Constant PBR (white enamel/black text+border/steel bracket); factor export",01_Exports_FBX/Vehicles_Props/PROP_StreetNameSign_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_StreetNameSign_A.glb,PENDING_USER_REVIEW,"Berlin enamel street name sign: white plate with extruded black 'KARL-MARX-ALLEE' text (Arial Bold font->mesh) + black border, wall-mount bracket at back. Front faces -Y. Edit text body to re-label. 100% original. Centre pivot."
PROP_LadaVAZ2103_A,Vehicles_Props,VEHICLES_Props_Final,1.76x4.10x1.42,76609,0,73,"Imported Sketchfab CC-BY (assg709); textures capped 1024; embedded; FBX 2.8MB/GLB 3.5MB",01_Exports_FBX/Vehicles_Props/PROP_LadaVAZ2103_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_LadaVAZ2103_A.glb,PENDING_USER_REVIEW,"Lada/VAZ-2103 Zhiguli sedan (ubiquitous Eastern-Bloc car in East Berlin, light blue, chrome bumpers, detailed interior+wheels). 4.1m. CC-BY attribution required (Notes/ATTRIBUTION.md). Ground pivot."
PROP_Crates_A,Vehicles_Props,VEHICLES_Props_Final,1.71x0.56x0.68,318,0,3,"Constant PBR (3 wood shades, noise grain bump); factor export",01_Exports_FBX/Vehicles_Props/PROP_Crates_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Crates_A.glb,PENDING_USER_REVIEW,"Stack of wooden slat crates (delivery/market): 3 open-slat crates (corner posts + horizontal slats) stacked/grouped + 1 closed lidded box. Generic atmosphere filler. 100% original. Ground pivot."
WB_Altbau_Corner_A,West_Berlin_Architecture,WEST_Architecture_Final,0.67x0.67x2.80,90,0,2,"Constant PBR stucco/stone (2 shades); factor export",01_Exports_FBX/West_Berlin_Architecture/WB_Altbau_Corner_A.fbx,02_Exports_GLB/West_Berlin_Architecture/WB_Altbau_Corner_A.glb,PENDING_USER_REVIEW,"West Berlin Altbau rusticated corner quoin module: square core column + alternating projecting quoin stone blocks wrapping the corner (outer -X/-Y faces; +X/+Y attach to walls), base plinth + top band. Modular 2.8m floor — stack + pair with WB_Window/Door/Cornice modules to build a corner building. 100% original. Base pivot."
PROP_PedestrianRail_A,Vehicles_Props,VEHICLES_Props_Final,2.14x0.14x1.18,174,0,2,"Constant PBR (galvanized tube + dark feet); factor export",01_Exports_FBX/Vehicles_Props/PROP_PedestrianRail_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_PedestrianRail_A.glb,PENDING_USER_REVIEW,"Pedestrian guard rail / barrier: galvanized round-tube railing (end posts + foot plates + caps, top + mid rails, 9 vertical infill bars). Modular 2m — line sidewalks/crossings. 100% original. Ground pivot."
GDR_KonsumSign_A,GDR_Socialist_Symbols,GDR_Symbols_Final,2.44x0.23x0.52,2311,0,3,"Blue box + brass frame + white emissive KONSUM letters (font->mesh); constant PBR + emissive (GLB); image-free",01_Exports_FBX/GDR_Socialist_Symbols/GDR_KonsumSign_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_KonsumSign_A.glb,PENDING_USER_REVIEW,"GDR Konsum shop fascia sign: deep-blue illuminated box with brass frame + white emissive KONSUM lettering (Arial Bold font->mesh), back mounting tabs. ~2.4m — mounts on WB_Storefront_Module_A fascia. Edit text body to relabel (HO/Gaststaette/etc). 100% original. Base pivot."
WALL_CzechHedgehog_A,Berlin_Wall_Border_Zone,WALL_BorderZone_Final,1.78x1.69x1.57,36,0,1,"Constant PBR rusty steel (noise color ramp + bump); factor export",01_Exports_FBX/Berlin_Wall_Border_Zone/WALL_CzechHedgehog_A.fbx,02_Exports_GLB/Berlin_Wall_Border_Zone/WALL_CzechHedgehog_A.glb,PENDING_USER_REVIEW,"Czech hedgehog anti-tank obstacle (Panzersperre): 3 crossed steel beams + centre gusset plates forming a 6-point star, rusted, resting in natural pose. Death-strip/vehicle-trap obstacle (steel, vs concrete WALL_DragonTeeth_A). 100% original. Ground pivot."
PROP_ConcreteBench_A,Vehicles_Props,VEHICLES_Props_Final,1.66x0.68x0.99,78,0,2,"Constant PBR (concrete + wood grain bump); factor export",01_Exports_FBX/Vehicles_Props/PROP_ConcreteBench_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_ConcreteBench_A.glb,PENDING_USER_REVIEW,"GDR-style park/plaza bench: cast-concrete side supports (base feet + seat + back lean) with wooden seat slats (4) + tilted backrest slats (3). Modelled variant (vs imported PROP_Bench_A). 100% original. Ground pivot."
WALL_BorderColumn_A,Berlin_Wall_Border_Zone,WALL_BorderZone_Final,0.22x0.22x2.05,109,0,5,"Constant PBR (black/red/gold bands + gold emblem + dark cap); factor export",01_Exports_FBX/Berlin_Wall_Border_Zone/WALL_BorderColumn_A.fbx,02_Exports_GLB/Berlin_Wall_Border_Zone/WALL_BorderColumn_A.glb,PENDING_USER_REVIEW,"GDR border marker column (Grenzsaeule): 2m square post in stacked black-red-gold (DDR tricolor) bands, pyramidal cap, oval gold state emblem (simplified hammer+compass) near top, base footing. Iconic GDR border marker. 100% original. Ground pivot."
PROP_NewspaperCase_A,Vehicles_Props,VEHICLES_Props_Final,1.70x0.34x2.20,67,0,4,"Newspaper page = numpy texture (red masthead/photo/text columns) embedded; frame/glass/post constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_NewspaperCase_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_NewspaperCase_A.glb,PENDING_USER_REVIEW,"GDR newspaper display case (Zeitungsschaukasten): green-grey metal glazed case on 2 posts, glass front, interior newspaper page (procedural: red masthead + photo + text columns, Neues-Deutschland style), slanted roof. Iconic socialist street propaganda fixture. 100% original. Ground pivot."
PROP_FireHydrant_A,Vehicles_Props,VEHICLES_Props_Final,0.38x0.39x0.98,672,0,3,"Constant PBR (red cast iron/dark caps/steel nut); factor export",01_Exports_FBX/Vehicles_Props/PROP_FireHydrant_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_FireHydrant_A.glb,PENDING_USER_REVIEW,"German above-ground fire hydrant (Oberflurhydrant): red cast-iron barrel, base flange, collar, domed top + square operating nut, 2 side outlets with dark caps. ~1m. 100% original. Ground pivot."
LANDMARK_VictoryColumn_A,Landmarks,LANDMARKS_Final,27.85x27.91x67.0,399947,0,1,"Imported CC-BY (deluva); decimated 1.0M->400k; textures capped 2048; embedded; FBX/GLB ~23MB",01_Exports_FBX/Landmarks/LANDMARK_VictoryColumn_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_VictoryColumn_A.glb,PENDING_USER_REVIEW,"Berlin Victory Column (Siegessaeule): fluted column with gilded cannon-barrel rings, colonnade base, winged Victoria (Goldelse) statue on top. 67m West Berlin landmark. CC-BY attribution. Ground pivot."
PROP_Clothesline_A,Vehicles_Props,VEHICLES_Props_Final,5.16x0.55x1.85,142,0,7,"Constant PBR (wood posts/grey line/5 fabric colours); factor export",01_Exports_FBX/Vehicles_Props/PROP_Clothesline_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Clothesline_A.glb,PENDING_USER_REVIEW,"Courtyard clothesline: two T-posts (with feet), 3 lines, 11 hanging laundry items (sheets/garments in white/blue/red/yellow/green). Atmospheric Plattenbau courtyard filler. 100% original. Ground pivot."
PROP_Scooter_A,Vehicles_Props,VEHICLES_Props_Final,0.89x1.80x1.42,120000,0,1,"Imported Sketchfab CC-BY (CGDELUXE); textures capped 1024; embedded; FBX 9MB/GLB 7.4MB",01_Exports_FBX/Vehicles_Props/PROP_Scooter_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Scooter_A.glb,PENDING_USER_REVIEW,"Vintage cream Vespa-style motor scooter (brown leather seat, chrome bars). Period street vehicle prop. CC-BY attribution required (Notes/ATTRIBUTION.md). Ground pivot (upright/on stand)."
EB_Plattenbau_Roof_A,East_Berlin_Architecture,EAST_Architecture_Final,2.56x2.06x0.60,78,0,5,"Constant PBR (concrete pebbledash/coping/felt/metal); factor export",01_Exports_FBX/East_Berlin_Architecture/EB_Plattenbau_Roof_A.fbx,02_Exports_GLB/East_Berlin_Architecture/EB_Plattenbau_Roof_A.glb,PENDING_USER_REVIEW,"East Berlin Plattenbau roof cap module: flat felt roof deck with concrete parapet upstands (front/back/sides) + coping caps, rooftop mechanical details (vent boxes, duct), prefab seam. Modular 2.5m — caps the panel/balcony/entrance stack. Front faces -Y. 100% original. Base pivot."
PROP_CigaretteMachine_A,Vehicles_Props,VEHICLES_Props_Final,0.64x0.32x1.76,91,0,5,"Product display = numpy texture (grid of cigarette packs) embedded; body/steel constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_CigaretteMachine_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_CigaretteMachine_A.glb,PENDING_USER_REVIEW,"West Berlin cigarette vending machine (Zigarettenautomat): standing metal body on legs, red top sign band, recessed product display (procedural grid of colourful packs), coin slot + 4 pull knobs. Period street fixture. 100% original. Ground pivot."
PROP_Dumpster_A,Vehicles_Props,VEHICLES_Props_Final,1.28x1.02x1.13,170,0,4,"Constant PBR (galvanized body/dark lid/wheels/steel); factor export",01_Exports_FBX/Vehicles_Props/PROP_Dumpster_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Dumpster_A.glb,PENDING_USER_REVIEW,"Metal waste container (1100L Muellcontainer): galvanized ribbed body, dark plastic hinged lid + front lip, 4 caster wheels on forks, side handle bars, front lift bar. Courtyard/street filler. 100% original. Ground pivot."
PROP_RollerShutter_A,West_Berlin_Architecture,WEST_Architecture_Final,2.60x0.33x2.31,318,0,2,"Constant PBR (metal slats/dark frame); factor export",01_Exports_FBX/West_Berlin_Architecture/PROP_RollerShutter_A.fbx,02_Exports_GLB/West_Berlin_Architecture/PROP_RollerShutter_A.glb,PENDING_USER_REVIEW,"Closed shop roller shutter (Rollladen): 24 modelled horizontal slats with ridge lines, top roll housing, side guide rails, bottom rail + lock. Modular 2.5m — closes WB_Storefront_Module_A. Front faces -Y. 100% original. Ground pivot."
PROP_ImbissCart_A,Vehicles_Props,VEHICLES_Props_Final,2.64x2.64x2.96,3102,0,7,"Constant PBR (white/red body, steel, yellow emissive IMBISS text font->mesh, parasol); factor+emissive export",01_Exports_FBX/Vehicles_Props/PROP_ImbissCart_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_ImbissCart_A.glb,PENDING_USER_REVIEW,"Berlin Currywurst/Imbiss street food stand: white+red counter cart, red sign band with yellow emissive IMBISS lettering, back menu board, condiment bottles, red/white parasol on pole, cart wheels + pull handle. Iconic Berlin street food. 100% original. Ground pivot."
PROP_GasLantern_A,Vehicles_Props,VEHICLES_Props_Final,0.42x0.48x4.28,627,0,4,"Constant PBR (green cast iron/gold) + transparent glass + emissive gas mantle; factor+emissive export",01_Exports_FBX/Vehicles_Props/PROP_GasLantern_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_GasLantern_A.glb,PENDING_USER_REVIEW,"Historic Berlin gas street lantern (Gaslaterne): stepped cast-iron base, fluted post, gold collar, hexagonal glazed lantern head with glowing emissive gas mantle inside, peaked hex roof + gold finial. ~4.3m. Iconic Berlin street lighting (vs PROP_StreetLamp_A/StreetLampPost_A). 100% original. Ground pivot."
PROP_BikeRack_A,Vehicles_Props,VEHICLES_Props_Final,2.58x0.70x0.75,360,0,2,"Constant PBR (galvanized metal + dark feet); factor export",01_Exports_FBX/Vehicles_Props/PROP_BikeRack_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_BikeRack_A.glb,PENDING_USER_REVIEW,"Bicycle rack: row of 5 Sheffield-style inverted-U metal hoops (rounded top corners) with foot plates. ~2.5m. Pairs with PROP_Bicycle_A / PROP_Scooter_A. 100% original. Ground pivot."
LANDMARK_Weltzeituhr_A,Landmarks,LANDMARKS_Final,1.80x1.80x4.35,3939,0,5,"City band = numpy texture (24 time-zone segments) cylinder-wrapped, embedded; aluminium/gold/dark constant PBR + emissive; image+factor export",01_Exports_FBX/Landmarks/LANDMARK_Weltzeituhr_A.fbx,02_Exports_GLB/Landmarks/LANDMARK_Weltzeituhr_A.glb,PENDING_USER_REVIEW,"Berlin World Clock (Urania-Weltzeituhr, Alexanderplatz): dark pedestal, aluminium rotating drum with 24-segment time-zone/city band (procedural wrap), dome cap, signature solar-system armillary on top (tilted gold rings + planets + finial). ~4.3m. Iconic East Berlin landmark. 100% original. Ground pivot."
GDR_MosaicMural_A,GDR_Socialist_Symbols,GDR_Symbols_Final,3.06x0.17x2.02,31,0,2,"Mosaic = numpy texture (tiles+grout, socialist scene) embedded; concrete frame; image+factor export",01_Exports_FBX/GDR_Socialist_Symbols/GDR_MosaicMural_A.fbx,02_Exports_GLB/GDR_Socialist_Symbols/GDR_MosaicMural_A.glb,PENDING_USER_REVIEW,"GDR socialist mosaic mural panel: tiled mosaic (procedural tiles + grout) depicting an abstract socialist scene (sun, red banner, figures, dove) in a concrete frame. 3x2m wall-mounted artwork — mounts on Plattenbau/civic facades. Front faces -Y. 100% original. Ground pivot."
ROAD_PlazaPaving_A,Roads_Sidewalks,ROADS_Sidewalks_Final,6.00x6.00x0.07,6,0,1,"Paver slabs = numpy texture (Mapping-tiled, joints+speckle) embedded; image export",01_Exports_FBX/Roads_Sidewalks/ROAD_PlazaPaving_A.fbx,02_Exports_GLB/Roads_Sidewalks/ROAD_PlazaPaving_A.glb,PENDING_USER_REVIEW,"Plaza paving tile (Alexanderplatz-style): 6x6m flat ground tile with large light-concrete slab grid (procedural texture, joints + speckle, Mapping-tiled). Modular ground for squares/plazas. 100% original. Ground pivot."
PROP_FlowerBox_A,Vehicles_Props,VEHICLES_Props_Final,1.03x0.25x0.36,730,0,6,"Constant PBR (wood/soil/leaf/red+pink+white flowers); factor export",01_Exports_FBX/Vehicles_Props/PROP_FlowerBox_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_FlowerBox_A.glb,PENDING_USER_REVIEW,"Window flower box (Blumenkasten): wooden trough + rim, soil, green foliage clumps, red/pink/white geranium flower heads, rear mounting brackets. ~1m — sits on window sills (pairs with WB_Window_Module_A). Facade atmosphere. 100% original. Ground pivot."
PROP_Pallet_A,Vehicles_Props,VEHICLES_Props_Final,1.24x0.84x0.13,120,0,2,"Constant PBR (wood grain bump, 2 shades); factor export",01_Exports_FBX/Vehicles_Props/PROP_Pallet_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Pallet_A.glb,PENDING_USER_REVIEW,"Wooden Euro pallet (Europalette, 1.2x0.8m): top deck boards, 9 stringer blocks, cross + bottom boards, forklift gaps. Generic logistics/atmosphere filler (pairs with PROP_Crates_A). 100% original. Ground pivot."
PROP_ConstructionFence_A,Vehicles_Props,VEHICLES_Props_Final,4.10x0.22x2.17,61,0,3,"Mesh = numpy alpha-clip square grid embedded; tube/foot constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_ConstructionFence_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_ConstructionFence_A.glb,PENDING_USER_REVIEW,"Mobile construction site fence (Bauzaun): galvanized tube frame + square-mesh panel (alpha-clip) on 2 recycled-concrete block feet. Modular 3.5m. NOTE: mesh alpha-clip — set AlphaMode=MASK on import. 100% original. Ground pivot."
PROP_Billboard_A,Vehicles_Props,VEHICLES_Props_Final,5.10x1.38x4.24,49,0,3,"Poster = numpy texture (stylized vintage ad) embedded; steel frame/legs constant PBR; image+factor export",01_Exports_FBX/Vehicles_Props/PROP_Billboard_A.fbx,02_Exports_GLB/Vehicles_Props/PROP_Billboard_A.glb,PENDING_USER_REVIEW,"Roadside billboard: 5x2.5m board on 2 steel legs + diagonal braces, frame, top light bar, front poster (procedural stylized vintage ad). Edit poster texture to change ad. 100% original. Ground pivot."
